Panel_markerID,Marker_ID
alfalfaRep2vsXJDY1_shared_2226060,alfalfaRep2vsXJDY1_shared_2226060
alfalfaRep2vsXJDY1_shared_222768,alfalfaRep2vsXJDY1_shared_222768
alfalfaRep2vsXJDY1_shared_2228655,alfalfaRep2vsXJDY1_shared_2228655
alfalfaRep2vsXJDY1_shared_2229107,alfalfaRep2vsXJDY1_shared_2229107
alfalfaRep2vsXJDY1_shared_2230836,alfalfaRep2vsXJDY1_shared_2230836
alfalfaRep2vsXJDY1_shared_223104,alfalfaRep2vsXJDY1_shared_223104
alfalfaRep2vsXJDY1_shared_2231221,alfalfaRep2vsXJDY1_shared_2231221
alfalfaRep2vsXJDY1_shared_2232165,alfalfaRep2vsXJDY1_shared_2232165
alfalfaRep2vsXJDY1_shared_2232790,alfalfaRep2vsXJDY1_shared_2232790
alfalfaRep2vsXJDY1_shared_223365,alfalfaRep2vsXJDY1_shared_223365
alfalfaRep2vsXJDY1_shared_2233665,alfalfaRep2vsXJDY1_shared_2233665
alfalfaRep2vsXJDY1_shared_2233925,alfalfaRep2vsXJDY1_shared_2233925
alfalfaRep2vsXJDY1_shared_2235112,alfalfaRep2vsXJDY1_shared_2235112
alfalfaRep2vsXJDY1_shared_2236197,alfalfaRep2vsXJDY1_shared_2236197
alfalfaRep2vsXJDY1_shared_2239122,alfalfaRep2vsXJDY1_shared_2239122
alfalfaRep2vsXJDY1_shared_2241363,alfalfaRep2vsXJDY1_shared_2241363
alfalfaRep2vsXJDY1_shared_2241853,alfalfaRep2vsXJDY1_shared_2241853
alfalfaRep2vsXJDY1_shared_2243638,alfalfaRep2vsXJDY1_shared_2243638
alfalfaRep2vsXJDY1_shared_2243860,alfalfaRep2vsXJDY1_shared_2243860
alfalfaRep2vsXJDY1_shared_2244451,alfalfaRep2vsXJDY1_shared_2244451
alfalfaRep2vsXJDY1_shared_2244943,alfalfaRep2vsXJDY1_shared_2244943
alfalfaRep2vsXJDY1_shared_2245526,alfalfaRep2vsXJDY1_shared_2245526
alfalfaRep2vsXJDY1_shared_224559,alfalfaRep2vsXJDY1_shared_224559
alfalfaRep2vsXJDY1_shared_22456,alfalfaRep2vsXJDY1_shared_22456
alfalfaRep2vsXJDY1_shared_2246365,alfalfaRep2vsXJDY1_shared_2246365
alfalfaRep2vsXJDY1_shared_2247573,alfalfaRep2vsXJDY1_shared_2247573
alfalfaRep2vsXJDY1_shared_2249488,alfalfaRep2vsXJDY1_shared_2249488
alfalfaRep2vsXJDY1_shared_2250598,alfalfaRep2vsXJDY1_shared_2250598
alfalfaRep2vsXJDY1_shared_2251812,alfalfaRep2vsXJDY1_shared_2251812
alfalfaRep2vsXJDY1_shared_2251902,alfalfaRep2vsXJDY1_shared_2251902
alfalfaRep2vsXJDY1_shared_2252441,alfalfaRep2vsXJDY1_shared_2252441
alfalfaRep2vsXJDY1_shared_2252640,alfalfaRep2vsXJDY1_shared_2252640
alfalfaRep2vsXJDY1_shared_2253544,alfalfaRep2vsXJDY1_shared_2253544
alfalfaRep2vsXJDY1_shared_2254603,alfalfaRep2vsXJDY1_shared_2254603
alfalfaRep2vsXJDY1_shared_2256601,alfalfaRep2vsXJDY1_shared_2256601
alfalfaRep2vsXJDY1_shared_2257811,alfalfaRep2vsXJDY1_shared_2257811
alfalfaRep2vsXJDY1_shared_2258099,alfalfaRep2vsXJDY1_shared_2258099
alfalfaRep2vsXJDY1_shared_2259101,alfalfaRep2vsXJDY1_shared_2259101
alfalfaRep2vsXJDY1_shared_2259637,alfalfaRep2vsXJDY1_shared_2259637
alfalfaRep2vsXJDY1_shared_2260071,alfalfaRep2vsXJDY1_shared_2260071
alfalfaRep2vsXJDY1_shared_2260278,alfalfaRep2vsXJDY1_shared_2260278
alfalfaRep2vsXJDY1_shared_2261258,alfalfaRep2vsXJDY1_shared_2261258
alfalfaRep2vsXJDY1_shared_2261896,alfalfaRep2vsXJDY1_shared_2261896
alfalfaRep2vsXJDY1_shared_2262657,alfalfaRep2vsXJDY1_shared_2262657
alfalfaRep2vsXJDY1_shared_2263160,alfalfaRep2vsXJDY1_shared_2263160
alfalfaRep2vsXJDY1_shared_226518,alfalfaRep2vsXJDY1_shared_226518
alfalfaRep2vsXJDY1_shared_2265351,alfalfaRep2vsXJDY1_shared_2265351
alfalfaRep2vsXJDY1_shared_2266382,alfalfaRep2vsXJDY1_shared_2266382
alfalfaRep2vsXJDY1_shared_2268123,alfalfaRep2vsXJDY1_shared_2268123
alfalfaRep2vsXJDY1_shared_2269089,alfalfaRep2vsXJDY1_shared_2269089
alfalfaRep2vsXJDY1_shared_2269982,alfalfaRep2vsXJDY1_shared_2269982
alfalfaRep2vsXJDY1_shared_2270312,alfalfaRep2vsXJDY1_shared_2270312
alfalfaRep2vsXJDY1_shared_2270817,alfalfaRep2vsXJDY1_shared_2270817
alfalfaRep2vsXJDY1_shared_2272039,alfalfaRep2vsXJDY1_shared_2272039
alfalfaRep2vsXJDY1_shared_22728,alfalfaRep2vsXJDY1_shared_22728
alfalfaRep2vsXJDY1_shared_2274495,alfalfaRep2vsXJDY1_shared_2274495
alfalfaRep2vsXJDY1_shared_2275250,alfalfaRep2vsXJDY1_shared_2275250
alfalfaRep2vsXJDY1_shared_2276834,alfalfaRep2vsXJDY1_shared_2276834
alfalfaRep2vsXJDY1_shared_2277939,alfalfaRep2vsXJDY1_shared_2277939
alfalfaRep2vsXJDY1_shared_2278592,alfalfaRep2vsXJDY1_shared_2278592
alfalfaRep2vsXJDY1_shared_227923,alfalfaRep2vsXJDY1_shared_227923
alfalfaRep2vsXJDY1_shared_2279256,alfalfaRep2vsXJDY1_shared_2279256
alfalfaRep2vsXJDY1_shared_2280528,alfalfaRep2vsXJDY1_shared_2280528
alfalfaRep2vsXJDY1_shared_2281313,alfalfaRep2vsXJDY1_shared_2281313
alfalfaRep2vsXJDY1_shared_2281743,alfalfaRep2vsXJDY1_shared_2281743
alfalfaRep2vsXJDY1_shared_2283012,alfalfaRep2vsXJDY1_shared_2283012
alfalfaRep2vsXJDY1_shared_2283593,alfalfaRep2vsXJDY1_shared_2283593
alfalfaRep2vsXJDY1_shared_2284387,alfalfaRep2vsXJDY1_shared_2284387
alfalfaRep2vsXJDY1_shared_2285396,alfalfaRep2vsXJDY1_shared_2285396
alfalfaRep2vsXJDY1_shared_2286130,alfalfaRep2vsXJDY1_shared_2286130
alfalfaRep2vsXJDY1_shared_2287253,alfalfaRep2vsXJDY1_shared_2287253
alfalfaRep2vsXJDY1_shared_2288249,alfalfaRep2vsXJDY1_shared_2288249
alfalfaRep2vsXJDY1_shared_228861,alfalfaRep2vsXJDY1_shared_228861
alfalfaRep2vsXJDY1_shared_2288888,alfalfaRep2vsXJDY1_shared_2288888
alfalfaRep2vsXJDY1_shared_2289046,alfalfaRep2vsXJDY1_shared_2289046
alfalfaRep2vsXJDY1_shared_2291705,alfalfaRep2vsXJDY1_shared_2291705
alfalfaRep2vsXJDY1_shared_2293007,alfalfaRep2vsXJDY1_shared_2293007
alfalfaRep2vsXJDY1_shared_2294322,alfalfaRep2vsXJDY1_shared_2294322
alfalfaRep2vsXJDY1_shared_2295323,alfalfaRep2vsXJDY1_shared_2295323
alfalfaRep2vsXJDY1_shared_2296843,alfalfaRep2vsXJDY1_shared_2296843
alfalfaRep2vsXJDY1_shared_2297098,alfalfaRep2vsXJDY1_shared_2297098
alfalfaRep2vsXJDY1_shared_2299326,alfalfaRep2vsXJDY1_shared_2299326
alfalfaRep2vsXJDY1_shared_2299802,alfalfaRep2vsXJDY1_shared_2299802
alfalfaRep2vsXJDY1_shared_2300151,alfalfaRep2vsXJDY1_shared_2300151
alfalfaRep2vsXJDY1_shared_2301374,alfalfaRep2vsXJDY1_shared_2301374
alfalfaRep2vsXJDY1_shared_2301565,alfalfaRep2vsXJDY1_shared_2301565
alfalfaRep2vsXJDY1_shared_230283,alfalfaRep2vsXJDY1_shared_230283
alfalfaRep2vsXJDY1_shared_2303567,alfalfaRep2vsXJDY1_shared_2303567
alfalfaRep2vsXJDY1_shared_2305150,alfalfaRep2vsXJDY1_shared_2305150
alfalfaRep2vsXJDY1_shared_2305871,alfalfaRep2vsXJDY1_shared_2305871
alfalfaRep2vsXJDY1_shared_230704,alfalfaRep2vsXJDY1_shared_230704
alfalfaRep2vsXJDY1_shared_2307997,alfalfaRep2vsXJDY1_shared_2307997
alfalfaRep2vsXJDY1_shared_2308231,alfalfaRep2vsXJDY1_shared_2308231
alfalfaRep2vsXJDY1_shared_2310614,alfalfaRep2vsXJDY1_shared_2310614
alfalfaRep2vsXJDY1_shared_2311939,alfalfaRep2vsXJDY1_shared_2311939
alfalfaRep2vsXJDY1_shared_2313087,alfalfaRep2vsXJDY1_shared_2313087
alfalfaRep2vsXJDY1_shared_2314605,alfalfaRep2vsXJDY1_shared_2314605
alfalfaRep2vsXJDY1_shared_2314740,alfalfaRep2vsXJDY1_shared_2314740
alfalfaRep2vsXJDY1_shared_2315536,alfalfaRep2vsXJDY1_shared_2315536
alfalfaRep2vsXJDY1_shared_231662,alfalfaRep2vsXJDY1_shared_231662
alfalfaRep2vsXJDY1_shared_2316756,alfalfaRep2vsXJDY1_shared_2316756
alfalfaRep2vsXJDY1_shared_2317648,alfalfaRep2vsXJDY1_shared_2317648
alfalfaRep2vsXJDY1_shared_2318571,alfalfaRep2vsXJDY1_shared_2318571
alfalfaRep2vsXJDY1_shared_2319087,alfalfaRep2vsXJDY1_shared_2319087
alfalfaRep2vsXJDY1_shared_2320258,alfalfaRep2vsXJDY1_shared_2320258
alfalfaRep2vsXJDY1_shared_2320816,alfalfaRep2vsXJDY1_shared_2320816
alfalfaRep2vsXJDY1_shared_2321540,alfalfaRep2vsXJDY1_shared_2321540
alfalfaRep2vsXJDY1_shared_2322354,alfalfaRep2vsXJDY1_shared_2322354
alfalfaRep2vsXJDY1_shared_2322781,alfalfaRep2vsXJDY1_shared_2322781
alfalfaRep2vsXJDY1_shared_2325799,alfalfaRep2vsXJDY1_shared_2325799
alfalfaRep2vsXJDY1_shared_2326245,alfalfaRep2vsXJDY1_shared_2326245
alfalfaRep2vsXJDY1_shared_2327150,alfalfaRep2vsXJDY1_shared_2327150
alfalfaRep2vsXJDY1_shared_2327727,alfalfaRep2vsXJDY1_shared_2327727
alfalfaRep2vsXJDY1_shared_2328134,alfalfaRep2vsXJDY1_shared_2328134
alfalfaRep2vsXJDY1_shared_2328834,alfalfaRep2vsXJDY1_shared_2328834
alfalfaRep2vsXJDY1_shared_2329688,alfalfaRep2vsXJDY1_shared_2329688
alfalfaRep2vsXJDY1_shared_233067,alfalfaRep2vsXJDY1_shared_233067
alfalfaRep2vsXJDY1_shared_2331050,alfalfaRep2vsXJDY1_shared_2331050
alfalfaRep2vsXJDY1_shared_2331404,alfalfaRep2vsXJDY1_shared_2331404
alfalfaRep2vsXJDY1_shared_2332010,alfalfaRep2vsXJDY1_shared_2332010
alfalfaRep2vsXJDY1_shared_2332702,alfalfaRep2vsXJDY1_shared_2332702
alfalfaRep2vsXJDY1_shared_2334485,alfalfaRep2vsXJDY1_shared_2334485
alfalfaRep2vsXJDY1_shared_2337704,alfalfaRep2vsXJDY1_shared_2337704
alfalfaRep2vsXJDY1_shared_2338216,alfalfaRep2vsXJDY1_shared_2338216
alfalfaRep2vsXJDY1_shared_2338777,alfalfaRep2vsXJDY1_shared_2338777
alfalfaRep2vsXJDY1_shared_2339123,alfalfaRep2vsXJDY1_shared_2339123
alfalfaRep2vsXJDY1_shared_2339608,alfalfaRep2vsXJDY1_shared_2339608
alfalfaRep2vsXJDY1_shared_2341014,alfalfaRep2vsXJDY1_shared_2341014
alfalfaRep2vsXJDY1_shared_2341680,alfalfaRep2vsXJDY1_shared_2341680
alfalfaRep2vsXJDY1_shared_2342788,alfalfaRep2vsXJDY1_shared_2342788
alfalfaRep2vsXJDY1_shared_2343562,alfalfaRep2vsXJDY1_shared_2343562
alfalfaRep2vsXJDY1_shared_234372,alfalfaRep2vsXJDY1_shared_234372
alfalfaRep2vsXJDY1_shared_2344619,alfalfaRep2vsXJDY1_shared_2344619
alfalfaRep2vsXJDY1_shared_234572,alfalfaRep2vsXJDY1_shared_234572
alfalfaRep2vsXJDY1_shared_2345739,alfalfaRep2vsXJDY1_shared_2345739
alfalfaRep2vsXJDY1_shared_2346888,alfalfaRep2vsXJDY1_shared_2346888
alfalfaRep2vsXJDY1_shared_2347436,alfalfaRep2vsXJDY1_shared_2347436
alfalfaRep2vsXJDY1_shared_2347659,alfalfaRep2vsXJDY1_shared_2347659
alfalfaRep2vsXJDY1_shared_2349345,alfalfaRep2vsXJDY1_shared_2349345
alfalfaRep2vsXJDY1_shared_2349890,alfalfaRep2vsXJDY1_shared_2349890
alfalfaRep2vsXJDY1_shared_2350261,alfalfaRep2vsXJDY1_shared_2350261
alfalfaRep2vsXJDY1_shared_2350924,alfalfaRep2vsXJDY1_shared_2350924
alfalfaRep2vsXJDY1_shared_2351325,alfalfaRep2vsXJDY1_shared_2351325
alfalfaRep2vsXJDY1_shared_2351963,alfalfaRep2vsXJDY1_shared_2351963
alfalfaRep2vsXJDY1_shared_2352417,alfalfaRep2vsXJDY1_shared_2352417
alfalfaRep2vsXJDY1_shared_2354028,alfalfaRep2vsXJDY1_shared_2354028
alfalfaRep2vsXJDY1_shared_235426,alfalfaRep2vsXJDY1_shared_235426
alfalfaRep2vsXJDY1_shared_2354304,alfalfaRep2vsXJDY1_shared_2354304
alfalfaRep2vsXJDY1_shared_2355356,alfalfaRep2vsXJDY1_shared_2355356
alfalfaRep2vsXJDY1_shared_2355520,alfalfaRep2vsXJDY1_shared_2355520
alfalfaRep2vsXJDY1_shared_2356148,alfalfaRep2vsXJDY1_shared_2356148
alfalfaRep2vsXJDY1_shared_2356458,alfalfaRep2vsXJDY1_shared_2356458
alfalfaRep2vsXJDY1_shared_2356982,alfalfaRep2vsXJDY1_shared_2356982
alfalfaRep2vsXJDY1_shared_2357646,alfalfaRep2vsXJDY1_shared_2357646
alfalfaRep2vsXJDY1_shared_2358037,alfalfaRep2vsXJDY1_shared_2358037
alfalfaRep2vsXJDY1_shared_2359087,alfalfaRep2vsXJDY1_shared_2359087
alfalfaRep2vsXJDY1_shared_235921,alfalfaRep2vsXJDY1_shared_235921
alfalfaRep2vsXJDY1_shared_2360045,alfalfaRep2vsXJDY1_shared_2360045
alfalfaRep2vsXJDY1_shared_2360371,alfalfaRep2vsXJDY1_shared_2360371
alfalfaRep2vsXJDY1_shared_2361142,alfalfaRep2vsXJDY1_shared_2361142
alfalfaRep2vsXJDY1_shared_23622,alfalfaRep2vsXJDY1_shared_23622
alfalfaRep2vsXJDY1_shared_2363559,alfalfaRep2vsXJDY1_shared_2363559
alfalfaRep2vsXJDY1_shared_2364203,alfalfaRep2vsXJDY1_shared_2364203
alfalfaRep2vsXJDY1_shared_2364578,alfalfaRep2vsXJDY1_shared_2364578
alfalfaRep2vsXJDY1_shared_236482,alfalfaRep2vsXJDY1_shared_236482
alfalfaRep2vsXJDY1_shared_2365578,alfalfaRep2vsXJDY1_shared_2365578
alfalfaRep2vsXJDY1_shared_2365980,alfalfaRep2vsXJDY1_shared_2365980
alfalfaRep2vsXJDY1_shared_2366078,alfalfaRep2vsXJDY1_shared_2366078
alfalfaRep2vsXJDY1_shared_2367616,alfalfaRep2vsXJDY1_shared_2367616
alfalfaRep2vsXJDY1_shared_2368472,alfalfaRep2vsXJDY1_shared_2368472
alfalfaRep2vsXJDY1_shared_2369198,alfalfaRep2vsXJDY1_shared_2369198
alfalfaRep2vsXJDY1_shared_2369546,alfalfaRep2vsXJDY1_shared_2369546
alfalfaRep2vsXJDY1_shared_2371020,alfalfaRep2vsXJDY1_shared_2371020
alfalfaRep2vsXJDY1_shared_2371590,alfalfaRep2vsXJDY1_shared_2371590
alfalfaRep2vsXJDY1_shared_2372036,alfalfaRep2vsXJDY1_shared_2372036
alfalfaRep2vsXJDY1_shared_2372850,alfalfaRep2vsXJDY1_shared_2372850
alfalfaRep2vsXJDY1_shared_2373024,alfalfaRep2vsXJDY1_shared_2373024
alfalfaRep2vsXJDY1_shared_2373133,alfalfaRep2vsXJDY1_shared_2373133
alfalfaRep2vsXJDY1_shared_2373994,alfalfaRep2vsXJDY1_shared_2373994
alfalfaRep2vsXJDY1_shared_2374196,alfalfaRep2vsXJDY1_shared_2374196
alfalfaRep2vsXJDY1_shared_2374281,alfalfaRep2vsXJDY1_shared_2374281
alfalfaRep2vsXJDY1_shared_2374435,alfalfaRep2vsXJDY1_shared_2374435
alfalfaRep2vsXJDY1_shared_2374615,alfalfaRep2vsXJDY1_shared_2374615
alfalfaRep2vsXJDY1_shared_237578,alfalfaRep2vsXJDY1_shared_237578
alfalfaRep2vsXJDY1_shared_2375834,alfalfaRep2vsXJDY1_shared_2375834
alfalfaRep2vsXJDY1_shared_2376241,alfalfaRep2vsXJDY1_shared_2376241
alfalfaRep2vsXJDY1_shared_2376506,alfalfaRep2vsXJDY1_shared_2376506
alfalfaRep2vsXJDY1_shared_2377077,alfalfaRep2vsXJDY1_shared_2377077
alfalfaRep2vsXJDY1_shared_2377359,alfalfaRep2vsXJDY1_shared_2377359
alfalfaRep2vsXJDY1_shared_2377584,alfalfaRep2vsXJDY1_shared_2377584
alfalfaRep2vsXJDY1_shared_2378735,alfalfaRep2vsXJDY1_shared_2378735
alfalfaRep2vsXJDY1_shared_237898,alfalfaRep2vsXJDY1_shared_237898
alfalfaRep2vsXJDY1_shared_2379739,alfalfaRep2vsXJDY1_shared_2379739
alfalfaRep2vsXJDY1_shared_2380381,alfalfaRep2vsXJDY1_shared_2380381
alfalfaRep2vsXJDY1_shared_2381644,alfalfaRep2vsXJDY1_shared_2381644
alfalfaRep2vsXJDY1_shared_2381739,alfalfaRep2vsXJDY1_shared_2381739
alfalfaRep2vsXJDY1_shared_2381968,alfalfaRep2vsXJDY1_shared_2381968
alfalfaRep2vsXJDY1_shared_2382425,alfalfaRep2vsXJDY1_shared_2382425
alfalfaRep2vsXJDY1_shared_2382935,alfalfaRep2vsXJDY1_shared_2382935
alfalfaRep2vsXJDY1_shared_2383174,alfalfaRep2vsXJDY1_shared_2383174
alfalfaRep2vsXJDY1_shared_2383844,alfalfaRep2vsXJDY1_shared_2383844
alfalfaRep2vsXJDY1_shared_2384451,alfalfaRep2vsXJDY1_shared_2384451
alfalfaRep2vsXJDY1_shared_2385329,alfalfaRep2vsXJDY1_shared_2385329
alfalfaRep2vsXJDY1_shared_2386925,alfalfaRep2vsXJDY1_shared_2386925
alfalfaRep2vsXJDY1_shared_2388172,alfalfaRep2vsXJDY1_shared_2388172
alfalfaRep2vsXJDY1_shared_2388544,alfalfaRep2vsXJDY1_shared_2388544
alfalfaRep2vsXJDY1_shared_2389343,alfalfaRep2vsXJDY1_shared_2389343
alfalfaRep2vsXJDY1_shared_2390964,alfalfaRep2vsXJDY1_shared_2390964
alfalfaRep2vsXJDY1_shared_2391883,alfalfaRep2vsXJDY1_shared_2391883
alfalfaRep2vsXJDY1_shared_2393136,alfalfaRep2vsXJDY1_shared_2393136
alfalfaRep2vsXJDY1_shared_239356,alfalfaRep2vsXJDY1_shared_239356
alfalfaRep2vsXJDY1_shared_2394079,alfalfaRep2vsXJDY1_shared_2394079
alfalfaRep2vsXJDY1_shared_2394952,alfalfaRep2vsXJDY1_shared_2394952
alfalfaRep2vsXJDY1_shared_2395425,alfalfaRep2vsXJDY1_shared_2395425
alfalfaRep2vsXJDY1_shared_2395801,alfalfaRep2vsXJDY1_shared_2395801
alfalfaRep2vsXJDY1_shared_2395953,alfalfaRep2vsXJDY1_shared_2395953
alfalfaRep2vsXJDY1_shared_2396129,alfalfaRep2vsXJDY1_shared_2396129
alfalfaRep2vsXJDY1_shared_2396945,alfalfaRep2vsXJDY1_shared_2396945
alfalfaRep2vsXJDY1_shared_2397390,alfalfaRep2vsXJDY1_shared_2397390
alfalfaRep2vsXJDY1_shared_2397740,alfalfaRep2vsXJDY1_shared_2397740
alfalfaRep2vsXJDY1_shared_2398061,alfalfaRep2vsXJDY1_shared_2398061
alfalfaRep2vsXJDY1_shared_2398447,alfalfaRep2vsXJDY1_shared_2398447
alfalfaRep2vsXJDY1_shared_2398521,alfalfaRep2vsXJDY1_shared_2398521
alfalfaRep2vsXJDY1_shared_2399209,alfalfaRep2vsXJDY1_shared_2399209
alfalfaRep2vsXJDY1_shared_2399765,alfalfaRep2vsXJDY1_shared_2399765
alfalfaRep2vsXJDY1_shared_2400164,alfalfaRep2vsXJDY1_shared_2400164
alfalfaRep2vsXJDY1_shared_240106,alfalfaRep2vsXJDY1_shared_240106
alfalfaRep2vsXJDY1_shared_2401229,alfalfaRep2vsXJDY1_shared_2401229
alfalfaRep2vsXJDY1_shared_2401866,alfalfaRep2vsXJDY1_shared_2401866
alfalfaRep2vsXJDY1_shared_2402219,alfalfaRep2vsXJDY1_shared_2402219
alfalfaRep2vsXJDY1_shared_2402868,alfalfaRep2vsXJDY1_shared_2402868
alfalfaRep2vsXJDY1_shared_2403719,alfalfaRep2vsXJDY1_shared_2403719
alfalfaRep2vsXJDY1_shared_2405245,alfalfaRep2vsXJDY1_shared_2405245
alfalfaRep2vsXJDY1_shared_2406269,alfalfaRep2vsXJDY1_shared_2406269
alfalfaRep2vsXJDY1_shared_2407044,alfalfaRep2vsXJDY1_shared_2407044
alfalfaRep2vsXJDY1_shared_2407760,alfalfaRep2vsXJDY1_shared_2407760
alfalfaRep2vsXJDY1_shared_2408919,alfalfaRep2vsXJDY1_shared_2408919
alfalfaRep2vsXJDY1_shared_2409200,alfalfaRep2vsXJDY1_shared_2409200
alfalfaRep2vsXJDY1_shared_2409845,alfalfaRep2vsXJDY1_shared_2409845
alfalfaRep2vsXJDY1_shared_2410609,alfalfaRep2vsXJDY1_shared_2410609
alfalfaRep2vsXJDY1_shared_241072,alfalfaRep2vsXJDY1_shared_241072
alfalfaRep2vsXJDY1_shared_2411179,alfalfaRep2vsXJDY1_shared_2411179
alfalfaRep2vsXJDY1_shared_2411552,alfalfaRep2vsXJDY1_shared_2411552
alfalfaRep2vsXJDY1_shared_2412352,alfalfaRep2vsXJDY1_shared_2412352
alfalfaRep2vsXJDY1_shared_2413095,alfalfaRep2vsXJDY1_shared_2413095
alfalfaRep2vsXJDY1_shared_2413953,alfalfaRep2vsXJDY1_shared_2413953
alfalfaRep2vsXJDY1_shared_2414265,alfalfaRep2vsXJDY1_shared_2414265
alfalfaRep2vsXJDY1_shared_2415674,alfalfaRep2vsXJDY1_shared_2415674
alfalfaRep2vsXJDY1_shared_2415798,alfalfaRep2vsXJDY1_shared_2415798
alfalfaRep2vsXJDY1_shared_2416238,alfalfaRep2vsXJDY1_shared_2416238
alfalfaRep2vsXJDY1_shared_2416507,alfalfaRep2vsXJDY1_shared_2416507
alfalfaRep2vsXJDY1_shared_2417398,alfalfaRep2vsXJDY1_shared_2417398
alfalfaRep2vsXJDY1_shared_241742,alfalfaRep2vsXJDY1_shared_241742
alfalfaRep2vsXJDY1_shared_2417744,alfalfaRep2vsXJDY1_shared_2417744
alfalfaRep2vsXJDY1_shared_2418109,alfalfaRep2vsXJDY1_shared_2418109
alfalfaRep2vsXJDY1_shared_2418488,alfalfaRep2vsXJDY1_shared_2418488
alfalfaRep2vsXJDY1_shared_2419124,alfalfaRep2vsXJDY1_shared_2419124
alfalfaRep2vsXJDY1_shared_2419596,alfalfaRep2vsXJDY1_shared_2419596
alfalfaRep2vsXJDY1_shared_241992,alfalfaRep2vsXJDY1_shared_241992
alfalfaRep2vsXJDY1_shared_2420180,alfalfaRep2vsXJDY1_shared_2420180
alfalfaRep2vsXJDY1_shared_2420232,alfalfaRep2vsXJDY1_shared_2420232
alfalfaRep2vsXJDY1_shared_2420473,alfalfaRep2vsXJDY1_shared_2420473
alfalfaRep2vsXJDY1_shared_2420996,alfalfaRep2vsXJDY1_shared_2420996
alfalfaRep2vsXJDY1_shared_2422009,alfalfaRep2vsXJDY1_shared_2422009
alfalfaRep2vsXJDY1_shared_2422384,alfalfaRep2vsXJDY1_shared_2422384
alfalfaRep2vsXJDY1_shared_242291,alfalfaRep2vsXJDY1_shared_242291
alfalfaRep2vsXJDY1_shared_2423945,alfalfaRep2vsXJDY1_shared_2423945
alfalfaRep2vsXJDY1_shared_2425758,alfalfaRep2vsXJDY1_shared_2425758
alfalfaRep2vsXJDY1_shared_2426699,alfalfaRep2vsXJDY1_shared_2426699
alfalfaRep2vsXJDY1_shared_2427232,alfalfaRep2vsXJDY1_shared_2427232
alfalfaRep2vsXJDY1_shared_2427411,alfalfaRep2vsXJDY1_shared_2427411
alfalfaRep2vsXJDY1_shared_2428123,alfalfaRep2vsXJDY1_shared_2428123
alfalfaRep2vsXJDY1_shared_2428932,alfalfaRep2vsXJDY1_shared_2428932
alfalfaRep2vsXJDY1_shared_2429266,alfalfaRep2vsXJDY1_shared_2429266
alfalfaRep2vsXJDY1_shared_242943,alfalfaRep2vsXJDY1_shared_242943
alfalfaRep2vsXJDY1_shared_2429580,alfalfaRep2vsXJDY1_shared_2429580
alfalfaRep2vsXJDY1_shared_2430389,alfalfaRep2vsXJDY1_shared_2430389
alfalfaRep2vsXJDY1_shared_2431437,alfalfaRep2vsXJDY1_shared_2431437
alfalfaRep2vsXJDY1_shared_2432627,alfalfaRep2vsXJDY1_shared_2432627
alfalfaRep2vsXJDY1_shared_243306,alfalfaRep2vsXJDY1_shared_243306
alfalfaRep2vsXJDY1_shared_2433333,alfalfaRep2vsXJDY1_shared_2433333
alfalfaRep2vsXJDY1_shared_2434526,alfalfaRep2vsXJDY1_shared_2434526
alfalfaRep2vsXJDY1_shared_2435545,alfalfaRep2vsXJDY1_shared_2435545
alfalfaRep2vsXJDY1_shared_2435984,alfalfaRep2vsXJDY1_shared_2435984
alfalfaRep2vsXJDY1_shared_2436543,alfalfaRep2vsXJDY1_shared_2436543
alfalfaRep2vsXJDY1_shared_2436683,alfalfaRep2vsXJDY1_shared_2436683
alfalfaRep2vsXJDY1_shared_2437584,alfalfaRep2vsXJDY1_shared_2437584
alfalfaRep2vsXJDY1_shared_2438738,alfalfaRep2vsXJDY1_shared_2438738
alfalfaRep2vsXJDY1_shared_2440822,alfalfaRep2vsXJDY1_shared_2440822
alfalfaRep2vsXJDY1_shared_2442448,alfalfaRep2vsXJDY1_shared_2442448
alfalfaRep2vsXJDY1_shared_2442973,alfalfaRep2vsXJDY1_shared_2442973
alfalfaRep2vsXJDY1_shared_2443343,alfalfaRep2vsXJDY1_shared_2443343
alfalfaRep2vsXJDY1_shared_2443556,alfalfaRep2vsXJDY1_shared_2443556
alfalfaRep2vsXJDY1_shared_2445092,alfalfaRep2vsXJDY1_shared_2445092
alfalfaRep2vsXJDY1_shared_2445833,alfalfaRep2vsXJDY1_shared_2445833
alfalfaRep2vsXJDY1_shared_2448715,alfalfaRep2vsXJDY1_shared_2448715
alfalfaRep2vsXJDY1_shared_2449018,alfalfaRep2vsXJDY1_shared_2449018
alfalfaRep2vsXJDY1_shared_2452081,alfalfaRep2vsXJDY1_shared_2452081
alfalfaRep2vsXJDY1_shared_2452260,alfalfaRep2vsXJDY1_shared_2452260
alfalfaRep2vsXJDY1_shared_2452992,alfalfaRep2vsXJDY1_shared_2452992
alfalfaRep2vsXJDY1_shared_245309,alfalfaRep2vsXJDY1_shared_245309
alfalfaRep2vsXJDY1_shared_2453669,alfalfaRep2vsXJDY1_shared_2453669
alfalfaRep2vsXJDY1_shared_2455627,alfalfaRep2vsXJDY1_shared_2455627
alfalfaRep2vsXJDY1_shared_2456517,alfalfaRep2vsXJDY1_shared_2456517
alfalfaRep2vsXJDY1_shared_2457892,alfalfaRep2vsXJDY1_shared_2457892
